iter	MAE
471	5139.055218
472	5137.149968
473	5133.031689
474	5128.680694
475	5127.477217
476	5126.33873
477	5123.269378
478	5116.491695
479	5111.414381
480	5107.614169
481	5104.480368
482	5097.3675
483	5094.657167
484	5092.780256
485	5089.044367
486	5086.70799
487	5081.728926
488	5079.283814
489	5072.521978
490	5066.834492
491	5060.953677
492	5054.767761
493	5052.657527
494	5048.49139
495	5043.333868
496	5040.541365
497	5035.070947
498	5032.465148
499	5027.76318
500	5023.014258
501	5021.749638
502	5018.756692
503	5015.380297
504	5010.827563
505	5006.931356
506	5001.417719
507	4997.821849
508	4993.824062
509	4988.567326
510	4983.562409
511	4979.196786
512	4974.918905
513	4972.688713
514	4968.116948
515	4965.92095
516	4962.8835
517	4957.51037
518	4955.782951
519	4953.279202
520	4951.241476
521	4949.766105
522	4947.467991
523	4943.853527
524	4942.697803
525	4941.456175
526	4940.135464
527	4938.380181
528	4936.655046
529	4933.414799
530	4931.310502
531	4928.888445
532	4926.864779
533	4922.224518
534	4919.499209
535	4916.277986
536	4912.970972
537	4911.390016
538	4907.525057
539	4905.691173
540	4901.831126
541	4899.595139
542	4896.759382
543	4894.852213
544	4892.067469
545	4890.046158
546	4888.301044
547	4886.104368
548	4882.481336
549	4880.749995
550	4878.489938
551	4876.133404
552	4875.149813
553	4873.925005
554	4871.262187
555	4869.749819
556	4868.129764
557	4866.26749
558	4863.548755
559	4861.387629
560	4857.042188
561	4855.288833
562	4851.839885
563	4848.90869
564	4846.523267
565	4844.219292
566	4840.446193
567	4838.117353
568	4834.118887
569	4831.497175
570	4828.767904
571	4826.303204
572	4823.520027
573	4821.035321
574	4818.414583
575	4816.36436
576	4814.248454
577	4810.433375
578	4808.739429
579	4806.008205
580	4804.601671
581	4802.116585
582	4799.890868
583	4797.144396
584	4794.768844
585	4793.106605
586	4790.633045
587	4789.346589
588	4787.237171
589	4784.18684
590	4781.666752
591	4779.660431
592	4778.206499
593	4774.196352
594	4773.481413
595	4771.518531
596	4769.012454
597	4765.602892
598	4763.701554
599	4759.682512
600	4757.125741
601	4755.607179
602	4753.215211
603	4751.080417
604	4749.304365
605	4746.764279
606	4745.070338
607	4744.05604
608	4741.757422
609	4738.866182
610	4735.774053
611	4735.20441
612	4733.260519
613	4732.006107
614	4730.264466
615	4728.593188
616	4724.148187
617	4721.233109
618	4719.573494
619	4717.848521
620	4715.511948
621	4710.80154
622	4707.303776
623	4705.744462
624	4701.622545
625	4700.081462
626	4698.327003
627	4696.536006
628	4693.97164
629	4691.618756
630	4689.81262
631	4688.781406
632	4687.275157
633	4684.533747
634	4682.899964
635	4682.312999
636	4679.741484
637	4677.666726
638	4676.03025
639	4673.07441
640	4668.939627
641	4665.074805
642	4662.861044
643	4661.484117
644	4659.860593
645	4658.612434
646	4657.656246
647	4655.701846
648	4653.971007
649	4649.441849
650	4646.009913
651	4643.96957
652	4641.111397
653	4640.037982
654	4638.729817
655	4636.584748
656	4633.384109
657	4631.209321
658	4627.794976
659	4624.611732
660	4622.116079
661	4620.320906
662	4618.83005
663	4617.477341
664	4616.075221
665	4613.20369
666	4612.132768
667	4610.888658
668	4607.864472
669	4606.040745
670	4603.927381
671	4602.80968
672	4600.21152
673	4597.030074
674	4594.568691
675	4593.414239
676	4591.448266
677	4588.830218
678	4586.17796
679	4583.79848
680	4581.476907
681	4579.471033
682	4576.97911
683	4575.574505
684	4574.295763
685	4571.779451
686	4571.181769
687	4569.628968
688	4568.332284
689	4566.24184
690	4565.128544
691	4562.667064
692	4561.374879
693	4558.891259
694	4558.344258
695	4556.629009
696	4554.520992
697	4552.525574
698	4550.897524
699	4549.9217
700	4548.90178
701	4546.295761
702	4544.554669
703	4543.113706
704	4540.782131
705	4538.340799
706	4537.14018
707	4536.044588
708	4535.619334
709	4535.010193
710	4534.175732
711	4533.055259
712	4531.866508
713	4530.887341
714	4529.156367
715	4528.708907
716	4526.239417
717	4523.639584
718	4522.526202
719	4521.551437
720	4520.291335
721	4518.973591
722	4516.003433
723	4514.115055
724	4511.45658
725	4509.146449
726	4506.99507
727	4505.692136
728	4504.559443
729	4503.243546
730	4502.746138
731	4499.868557
732	4497.441017
733	4496.871987
734	4496.247493
735	4494.61223
736	4493.527894
737	4492.611284
738	4492.025892
739	4491.524423
740	4489.444894
741	4488.407732
742	4485.7937
743	4483.31311
744	4480.33413
745	4479.743304
746	4478.861372
747	4477.824602
748	4476.255107
749	4475.049811
750	4473.093582
751	4471.239895
752	4470.784449
753	4469.08599
754	4465.455381
755	4464.744045
756	4463.188171
757	4460.310194
758	4458.238177
759	4456.869312
760	4456.437302
761	4455.077251
762	4454.556435
763	4453.096484
764	4451.957872
765	4450.748283
766	4448.134972
767	4447.011784
768	4446.610215
769	4446.034029
770	4443.732333
771	4442.760861
772	4442.298125
773	4439.733297
774	4438.291553
775	4434.645587
776	4434.012559
777	4433.41054
778	4432.471101
779	4431.857062
780	4429.837605
781	4427.397299
782	4426.17075
783	4425.506637
784	4423.686131
785	4421.193253
786	4420.769368
787	4419.256553
788	4417.020604
789	4415.721361
790	4414.683559
791	4413.068384
792	4411.494434
793	4409.520585
794	4407.615655
795	4405.704979
796	4405.02941
797	4404.583601
798	4403.773641
799	4402.602221
800	4401.66011
801	4400.788786
802	4398.116173
803	4397.474401
804	4396.3255
805	4394.399442
806	4392.473721
807	4390.848141
808	4390.40819
809	4389.394516
810	4388.544237
811	4387.409637
812	4386.588356
813	4385.884469
814	4384.409383
815	4382.387287
816	4382.048753
817	4379.965906
818	4377.52061
819	4376.721125
820	4375.842904
821	4375.288018
822	4374.146793
823	4373.808284
824	4371.765765
825	4369.938409
826	4368.793666
827	4366.429667
828	4364.77351
829	4362.288376
830	4361.548129
831	4360.472098
832	4358.638392
833	4356.005783
834	4353.114921
835	4351.914983
836	4351.602286
837	4349.652583
838	4347.693893
839	4346.269582
840	4344.991104
841	4343.728896
842	4342.507669
843	4341.555124
844	4340.168195
845	4336.629663
846	4335.999843
847	4335.305384
848	4333.607261
849	4331.694428
850	4330.989153
851	4328.974969
852	4327.443622
853	4326.02429
854	4325.342085
855	4323.697384
856	4321.626267
857	4320.813113
858	4319.902059
859	4318.000428
860	4315.814567
861	4314.214592
862	4311.889291
863	4311.175916
864	4310.50312
865	4309.909071
866	4308.19524
867	4306.843536
868	4305.107072
869	4303.342503
870	4301.536721
871	4300.322457
872	4298.941062
873	4298.564314
874	4297.016381
875	4294.638066
876	4293.232849
877	4291.905173
878	4291.0384
879	4290.393642
880	4289.463943
881	4288.497252
882	4287.865825
883	4286.657027
884	4284.092014
885	4283.339872
886	4281.741485
887	4280.832149
888	4279.021528
889	4277.570155
890	4275.797226
891	4274.569335
892	4272.646671
893	4271.79722
894	4271.363916
895	4269.828658
896	4269.262267
897	4268.382435
898	4266.804188
899	4264.470819
900	4263.735214
901	4263.452227
902	4261.973727
903	4260.718165
904	4259.501752
905	4258.762079
906	4258.477585
907	4257.212897
908	4256.584764
909	4256.161202
910	4254.871158
911	4253.428686
912	4252.330048
913	4251.646364
914	4250.484112
915	4249.961867
916	4247.136138
917	4246.68724
918	4245.375822
919	4242.945416
920	4241.077535
921	4239.987062
922	4239.237904
923	4237.658056
924	4236.18387
925	4235.00738
926	4233.508145
927	4232.110232
928	4231.539489
929	4231.055393
930	4230.52869
931	4228.563106
932	4228.042601
933	4226.948941
934	4224.835048
935	4223.504353
936	4222.85108
937	4222.358267
938	4221.321438
939	4220.756158
940	4219.849663
941	4218.870637
942	4218.508001
943	4218.216085
944	4216.486235
945	4215.845225
946	4214.837496
947	4214.345408
948	4212.748515
949	4211.707436
950	4206.05095
951	4205.517084
952	4202.859512
953	4197.341276
954	4195.786768
955	4194.895161
956	4192.390863
957	4190.034799
958	4188.738853
959	4187.15575
960	4186.237067
961	4185.73954
962	4184.059493
963	4183.544807
964	4182.994858
965	4177.983417
966	4175.75973
967	4170.795019
968	4169.226252
969	4167.580335
970	4166.378694
971	4165.503526
972	4164.251279
973	4163.061403
974	4162.072023
975	4159.645496
976	4157.677689
977	4156.958705
978	4155.709723
979	4154.728663
980	4153.846825
981	4152.259617
982	4150.81694
983	4149.031869
984	4147.426094
985	4145.876057
986	4145.428628
987	4140.76785
988	4138.918288
989	4136.382818
990	4135.743769
991	4133.644863
992	4131.670297
993	4129.158204
994	4128.653231
995	4126.189099
996	4124.671048
997	4123.200111
998	4122.783816
999	4120.840923
